부산광역시 남구 대연동,151.02,"24,000"
부산광역시 동래구 온천동,124.97,"30,000"
부산광역시 사하구 신평동,156.8,"20,400"
부산광역시 사하구 신평동,136.65,"20,900"
부산광역시 사하구 장림동,122.64,"10,000"
부산광역시 사하구 장림동,132.54,"23,700"
부산광역시 서구 암남동,132.635,"17,500"
부산광역시 연제구 연산동,148.14,"29,000"
부산광역시 영도구 청학동,127.21,"30,000"
