강원특별자치도 동해시 천곡동,306,306,0,천곡주공3차,49.22,202306,3,"8,500",3,1985,동굴로 61-19,,중개거래,동해시
강원특별자치도 동해시 천곡동,306,306,0,천곡주공3차,49.22,202306,17,"9,150",4,1985,동굴로 61-19,,중개거래,동해시
강원특별자치도 동해시 천곡동,306,306,0,천곡주공3차,49.22,202306,17,"7,500",4,1985,동굴로 61-19,,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202306,8,"6,400",2,1989,샘실1길 5,,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202306,14,"7,600",3,1989,샘실1길 5,,중개거래,동해시
강원특별자치도 동해시 천곡동,415,415,0,천곡주공4차,39.69,202306,21,"7,500",1,1989,샘실1길 5,,중개거래,동해시
강원특별자치도 동해시 천곡동,794,794,0,한양2차,84.855,202306,8,"14,000",12,1991,천곡로 15,,중개거래,동해시
강원특별자치도 동해시 천곡동,794,794,0,한양2차,84.855,202306,17,"12,700",3,1991,천곡로 15,,중개거래,동해시
강원특별자치도 동해시 천곡동,794,794,0,한양2차,84.855,202306,17,"14,000",15,1991,천곡로 15,,중개거래,동해시
강원특별자치도 동해시 천곡동,794,794,0,한양2차,49.81,202306,17,"6,500",15,1991,천곡로 15,,중개거래,동해시
강원특별자치도 동해시 천곡동,794,794,0,한양3차,49.81,202306,7,"7,500",6,1992,천곡로 15,,중개거래,동해시
강원특별자치도 동해시 천곡동,794,794,0,한양3차,49.81,202306,20,"7,000",1,1992,천곡로 15,,중개거래,동해시
강원특별자치도 동해시 천곡동,794,794,0,한양3차,49.81,202306,27,"6,500",12,1992,천곡로 15,,중개거래,동해시
강원특별자치도 동해시 천곡동,380-2,380,2,현대1차,84.945,202306,1,"14,500",15,1992,8,,중개거래,강원 동해시
강원특별자치도 동해시 천곡동,380-2,380,2,현대1차,84.945,202306,14,"15,250",8,1992,한섬로 8,,중개거래,동해시
강원특별자치도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202306,15,"17,400",10,2010,평원로 115,,중개거래,동해시
강원특별자치도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202306,16,"17,000",5,2010,평원로 115,,직거래,-
강원특별자치도 동해시 평릉동,449,449,0,동해하나리움,59.9514,202306,19,"18,000",11,2010,평원로 115,,중개거래,동해시
강원특별자치도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202306,29,"16,000",9,2010,평원로 115,,직거래,-
강원특별자치도 동해시 평릉동,285,285,0,렉시움,84.7476,202306,14,"25,700",8,2017,평릉길 63-1,,중개거래,동해시
강원특별자치도 동해시 평릉동,450,450,0,엘리시아,84.9792,202306,26,"26,000",5,2010,평원로 107,,직거래,-
